"priceper","year","dateoftransfer","propertytype","duration","price","postcode","lad21cd","transactionid","id","tfarea","numberrooms","classt","CURRENT_ENERGY_EFFICIENCY","POTENTIAL_ENERGY_EFFICIENCY","CONSTRUCTION_AGE_BAND"
9259.25925925926,2016,2016-09-23,"F","L",500000,"E1 7EE","E09000001","{404A5AF3-C7AE-CD2B-E050-A8C063055C7B}","18436099",54,3,11,80,81,"England and Wales: 1967-1975"
3019.18265221018,2004,2004-10-06,"F","L",181000,"E1 7EE","E09000001","{2A1CAEA5-E892-4267-8E36-666F85B39898}","18434656",59.95,3,11,72,81,"England and Wales: 1967-1975"
5953.125,2021,2021-12-16,"F","L",381000,"E1 7EE","E09000001","{D707E535-A9CB-0AD9-E053-6B04A8C067CC}","18440244",64,3,11,74,79,"England and Wales: 1967-1975"
3500,2006,2006-03-14,"F","L",210000,"E1 7EE","E09000001","{9450161C-1114-4F95-B952-9C822B3ECE18}","18437712",60,3,11,60,69,"England and Wales: 1950-1966"
4922.56637168142,2011,2011-01-21,"F","L",222500,"E1 7EE","E09000001","{8348C711-A9AF-4FF1-9287-506FD9F7A56C}","18434871",45.2,2,11,67,70,"England and Wales: 1967-1975"
1017.38443303042,1998,1998-09-11,"F","L",51500,"E1 7EE","E09000001","{3E62B43B-DE0B-47C8-9FBA-B7E60BCEF1B0}","18434886",50.62,2,11,74,79,"England and Wales: 1967-1975"
3656.57452098874,2007,2007-08-16,"F","L",250000,"E1 7EE","E09000001","{79BCC86A-8A29-40A3-B9F8-B5A56B38C6CF}","18433432",68.37,3,12,73,75,"England and Wales: 1967-1975"
5067.70833333333,2012,2012-12-17,"F","L",243250,"E1 7EE","E09000001","{7E963E03-9DA3-4375-A0C4-ADBBF1AF3B76}","18435525",48,2,11,73,75,"England and Wales: 1976-1982"
3951.00750691426,2007,2007-08-03,"F","L",200000,"E1 7EE","E09000001","{0220FCA3-1EAE-4381-B76A-7D65BB2D2C3A}","18434886",50.62,2,11,74,79,"England and Wales: 1967-1975"
3299.09126827341,2006,2006-04-12,"F","L",167000,"E1 7EE","E09000001","{62ACAF76-E4C3-4A0F-8C4F-DFC68CB6EAEB}","18434886",50.62,2,11,74,79,"England and Wales: 1967-1975"
3924.88262910798,2011,2011-10-14,"F","L",209000,"E1 7EE","E09000001","{FDF640DF-5228-4C2C-9BBD-BD26F66AB492}","18437547",53.25,3,12,60,76,"England and Wales: 1967-1975"
2271.8293164757,2001,2001-10-19,"F","L",115000,"E1 7EE","E09000001","{5C7B9010-F658-491C-85DA-235053FB140B}","18434886",50.62,2,11,74,79,"England and Wales: 1967-1975"
4724.4094488189,2010,2010-02-04,"F","L",240000,"E1 7EE","E09000001","{93B8FFAB-8A6F-45AD-BDB7-7F3C838A674A}","18438562",50.8,3,11,63,82,"England and Wales: 1967-1975"
5065.96424010217,2011,2011-09-13,"F","L",237999,"E1 7EE","E09000001","{7635CE27-C5C5-4F6F-AE2A-360E5D7426B1}","18436928",46.98,2,12,65,74,"England and Wales: 1950-1966"
4999,2014,2014-11-07,"F","L",249950,"E1 7EF","E09000001","{E5EE564F-CFB6-4D88-9A9A-A7B550A1F403}","18439937",50,2,11,76,79,"England and Wales: 1950-1966"
1250,1998,1998-03-02,"F","L",60000,"E1 7EF","E09000001","{965C029A-EBD6-454B-AC50-72BE6A3FBF3E}","18433404",48,2,11,61,71,"England and Wales: 1967-1975"
4342.72300469484,2011,2011-12-16,"F","L",277500,"E1 7EF","E09000001","{E6C0C9EF-30B4-45D9-9526-B92B4FE8DBA0}","18433945",63.9,3,11,68,79,"England and Wales: 1950-1966"
3910.79812206573,2007,2007-04-27,"F","L",249900,"E1 7EF","E09000001","{FCACEF99-1777-43CE-BFCA-E7C73E2BB594}","18433945",63.9,3,11,68,79,"England and Wales: 1950-1966"
3033.75047402351,2005,2005-01-04,"F","L",160000,"E1 7EF","E09000001","{7E8EEDA3-4D0E-4C7E-8E5E-184F0D3928B8}","18437640",52.74,2,12,78,80,"England and Wales: 1967-1975"
3823.52941176471,2007,2007-01-05,"F","L",195000,"E1 7EF","E09000001","{FB3F3AB6-2351-40DB-A671-4C38A963DC33}","18433885",51,2,11,72,74,"England and Wales: 1967-1975"
4884.00488400488,2010,2010-12-16,"F","L",240000,"E1 7EF","E09000001","{99D78651-F648-4A2E-AC95-2693A7B02384}","18438714",49.14,2,11,73,81,"England and Wales: 1976-1982"
1721.43974960876,2001,2001-02-15,"F","L",110000,"E1 7EF","E09000001","{B5BB9B1A-6367-4D10-8B26-464EF02D5C37}","18433945",63.9,3,11,68,79,"England and Wales: 1950-1966"
3256.00325600326,2005,2005-01-17,"F","L",160000,"E1 7EF","E09000001","{6E5C1C6F-0F87-41AC-BDFD-CA2B09171721}","18438714",49.14,2,11,73,81,"England and Wales: 1976-1982"
829.170829170829,1997,1997-05-09,"F","L",41500,"E1 7EF","E09000001","{2A289E9D-FB35-CDC8-E050-A8C063054829}","18436420",50.05,2,12,85,85,"England and Wales: 1950-1966"
3428.87286794443,2004,2004-10-15,"F","L",195000,"E1 7EF","E09000001","{5F9EC00E-A0B1-4A5B-8628-74BAE38A4D30}","18434383",56.87,3,11,65,75,"England and Wales: 1950-1966"
4747.67012484614,2011,2011-10-14,"F","L",270000,"E1 7EF","E09000001","{53F9757F-1CB6-4573-87AB-3DD71CD9C6DB}","18434383",56.87,3,11,65,75,"England and Wales: 1950-1966"
4995.004995005,2011,2011-08-18,"F","L",250000,"E1 7EF","E09000001","{94BA26B5-3E20-4F62-A9D2-871E207A9CDE}","18436420",50.05,2,12,85,85,"England and Wales: 1950-1966"
4734.84848484848,2011,2011-03-10,"F","L",300000,"E1 7EF","E09000001","{F2C67604-1227-4F85-80D2-7A9AC99C3E78}","18439382",63.36,3,12,73,73,"England and Wales: 1950-1966"
6430,2019,2019-05-10,"F","L",321500,"E1 7EF","E09000001","{98C75472-1E0D-72E9-E053-6B04A8C042F0}","18439937",50,2,11,76,79,"England and Wales: 1950-1966"
3253.96825396825,2006,2006-07-31,"F","L",205000,"E1 7EF","E09000001","{1AE2E958-2F4D-40A2-A93B-4105CA0C2A67}","18437840",63,3,11,61,71,"England and Wales: 1967-1975"
1326.87112664866,1995,1995-09-21,"F","L",83500,"E1 7ES","E09000001","{351C2D81-6C16-4559-A763-985DBADB8E00}","18438160",62.93,3,11,43,48,"England and Wales: before 1900"
3734.30796122676,2005,2005-11-28,"F","L",235000,"E1 7ES","E09000001","{0B897B77-6F11-45E9-803A-5B0578C2F512}","18438160",62.93,3,11,43,48,"England and Wales: before 1900"
7121.17674527201,2011,2011-12-13,"F","L",305000,"E1 7ES","E09000001","{F26CD715-CC14-4053-80B1-E4593271D67E}","18434118",42.83,3,11,47,60,"England and Wales: before 1900"
2257.14763417489,1999,1999-12-15,"F","L",135000,"E1 7ES","E09000001","{BF6742E6-8D34-4AEF-A8CC-DA0F35C4DC2D}","18437596",59.81,2,12,1,26,""
4096.30496572479,2002,2002-12-10,"F","L",245000,"E1 7ES","E09000001","{3D585D0B-C455-40AE-BC0A-7E4DA7D6566C}","18437596",59.81,2,12,1,26,""
7446.8085106383,2007,2007-09-03,"F","L",350000,"E1 7ES","E09000001","{7F3B2017-D1F3-4D49-8F5E-BA5DAECB6288}","18437485",47,3,11,46,79,"England and Wales: 1930-1949"
5656.10859728507,2004,2004-09-17,"F","L",250000,"E1 7ES","E09000001","{385C6210-0ACB-4831-80EC-091AA5A7E4E6}","18438443",44.2,2,11,25,62,"England and Wales: before 1900"
9534.40330525981,2016,2016-03-23,"F","L",600000,"E1 7ES","E09000001","{31FB4C17-AE67-57B9-E050-A8C063053436}","18438160",62.93,3,11,43,48,"England and Wales: before 1900"
8710.407239819,2014,2014-09-30,"F","L",385000,"E1 7ES","E09000001","{CD420456-E9C6-43A7-B7A4-E37E70A7566D}","18438443",44.2,2,11,25,62,"England and Wales: before 1900"
4392.12930428672,2001,2001-07-30,"F","L",187500,"E1 7JJ","E09000001","{EB9D0DD7-10B6-4622-B232-731FB5271D72}","18436917",42.69,2,12,37,39,"England and Wales: before 1900"
2299.41896402522,1999,1999-03-19,"F","L",186000,"E1 7JJ","E09000001","{8E983032-E72C-4D63-8FD6-6A6E071058C2}","18436084",80.89,3,12,62,64,"England and Wales: before 1900"
2256.923264609,1998,1998-12-23,"F","L",185000,"E1 7JJ","E09000001","{754EF881-FDD7-41C2-8783-D86F1D6FE9F2}","18435293",81.97,3,11,59,70,"England and Wales: 1996-2002"
3841.14583333333,2001,2001-07-23,"F","L",295000,"E1 7JJ","E09000001","{4310BF89-0741-4D22-907F-B3E0E15B760D}","18434990",76.8,3,12,30,39,""
8275.86206896552,2014,2014-09-01,"F","L",480000,"E1 7JJ","E09000001","{BF20087F-0324-45AA-B0EA-7796F8EFB9B9}","18433491",58,2,12,14,60,"England and Wales: 1930-1949"
3547.61904761905,1998,1998-12-23,"F","L",149000,"E1 7JJ","E09000001","{09476872-52C4-4C93-8B94-352108FE6B72}","18434213",42,2,11,49,79,"England and Wales: 1930-1949"
3550.07929730389,2004,2004-12-17,"F","L",291000,"E1 7JJ","E09000001","{CD5154AE-25E8-4B81-AF1D-B72E21DB3B83}","18435293",81.97,3,11,59,70,"England and Wales: 1996-2002"
6954.43645083933,2007,2007-08-30,"F","L",290000,"E1 7JJ","E09000001","{2A4BAF93-00D3-47B4-9B24-8E96269381A1}","18436290",41.7,1,12,41,41,"England and Wales: 1900-1929"
3536.58536585366,2006,2006-05-09,"F","L",290000,"E1 7JJ","E09000001","{26CDF29F-8C30-43FA-AC18-4B609BDFD121}","18436998",82,3,12,27,41,"England and Wales: before 1900"
5531.8085106383,2006,2006-12-18,"F","L",259995,"E1 7JJ","E09000001","{1D1DDCDF-97A2-499A-9909-7134DAA9CD96}","18435747",47,3,11,67,85,"England and Wales: 1900-1929"
4916.06714628297,2006,2006-06-09,"F","L",205000,"E1 7JJ","E09000001","{82CDA7BE-9168-40CC-B707-D16BBD433BC0}","18436290",41.7,1,12,41,41,"England and Wales: 1900-1929"
4680.55555555556,2002,2002-12-13,"F","L",337000,"E1 7JJ","E09000001","{7F390465-F3B5-4CDF-BF93-15EE5B9C0097}","18433457",72,3,12,69,70,"England and Wales: 1900-1929"
3121.9512195122,1999,1999-02-26,"F","L",256000,"E1 7JJ","E09000001","{C775E1BF-E21E-48A4-BDDD-7EC483C07F7F}","18436998",82,3,12,27,41,"England and Wales: before 1900"
3523.30325132897,2003,2003-11-07,"F","L",285000,"E1 7JJ","E09000001","{1C5AB65F-C0DB-4751-85D0-0E01EB8F6EC8}","18436084",80.89,3,12,62,64,"England and Wales: before 1900"
5000,2003,2003-05-16,"F","L",210000,"E1 7JJ","E09000001","{26DB3A26-A865-474F-BEAE-B7D115881126}","18434213",42,2,11,49,79,"England and Wales: 1930-1949"
